Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
USERS_TR_LOGINUSER - 92,1,1104,1104,1104,0.00,100.000%,.90253,0.59,0.40,673.0
USERS_TR_LOGOUTUSER - 83,1,486,486,486,0.00,0.000%,1.25313,0.81,0.73,663.0
USERS_TR_DELETEUSER - 30,1,798,798,798,0.00,0.000%,1.25313,0.81,0.79,663.0
USERS_TR_LOGOUTUSER - 76,1,486,486,486,0.00,0.000%,1.25156,0.81,0.72,663.0
USERS_TR_DELETEUSER - 47,1,803,803,803,0.00,0.000%,1.24533,0.81,0.78,663.0
USERS_TR_LOGINUSER - 75,1,1944,1944,1944,0.00,0.000%,.51177,0.63,0.23,1258.0
USERS_TR_LOGINUSER - 80,1,2053,2053,2053,0.00,100.000%,.48309,0.31,0.22,665.0
USERS_TR_DELETEUSER - 70,1,1464,1464,1464,0.00,0.000%,.68259,0.44,0.43,655.0
USERS_TR_LOGOUTUSER - 72,1,1538,1538,1538,0.00,100.000%,.54083,0.36,0.31,674.0
USERS_TR_DELETEUSER - 60,1,1485,1485,1485,0.00,0.000%,.67340,0.43,0.42,655.0
USERS_TR_LOGOUTUSER - 91,1,1570,1570,1570,0.00,100.000%,.53390,0.35,0.31,674.0
USERS_TR_LOGOUTUSER - 81,1,1570,1570,1570,0.00,100.000%,.53419,0.35,0.31,674.0
USERS_TR_DELETEUSER - 50,1,1107,1107,1107,0.00,0.000%,.90334,0.58,0.57,663.0
USERS_TR_DELETEUSER - 55,1,802,802,802,0.00,0.000%,1.24688,0.81,0.78,663.0
USERS_TR_LOGOUTUSER - 78,1,484,484,484,0.00,0.000%,1.25471,0.81,0.73,663.0
USERS_TR_DELETEUSER - 52,1,799,799,799,0.00,0.000%,1.24688,0.81,0.78,663.0
USERS_TR_DELETEUSER - 71,1,797,797,797,0.00,0.000%,1.25000,0.81,0.78,663.0
USERS_TR_DELETEUSER - 44,1,1486,1486,1486,0.00,0.000%,.67295,0.43,0.42,655.0
USERS_TR_LOGOUTUSER - 86,1,1754,1754,1754,0.00,100.000%,.48567,0.32,0.28,674.0
USERS_TR_LOGOUTUSER - 99,1,1569,1569,1569,0.00,100.000%,.53419,0.35,0.31,674.0
USERS_TR_LOGOUTUSER - 62,1,1553,1553,1553,0.00,100.000%,.53879,0.35,0.31,674.0
USERS_TR_LOGINUSER - 85,1,1942,1942,1942,0.00,100.000%,.51361,0.33,0.23,665.0
USERS_TR_LOGINUSER - 100,1,2053,2053,2053,0.00,0.000%,.48356,0.59,0.22,1259.0
USERS_TR_DELETEUSER - 45,1,1486,1486,1486,0.00,0.000%,.67295,0.43,0.42,655.0
USERS_TR_DELETEUSER - 7,1,1988,1988,1988,0.00,0.000%,.50277,0.32,0.32,655.0
USERS_TR_DELETEUSER - 31,1,2056,2056,2056,0.00,0.000%,.48638,0.31,0.30,655.0
USERS_TR_LOGOUTUSER - 49,1,1782,1782,1782,0.00,100.000%,.47824,0.31,0.28,674.0
USERS_TR_LOGINUSER - 59,1,2052,2052,2052,0.00,100.000%,.48356,0.31,0.22,665.0
USERS_TR_DELETEUSER - 43,1,2055,2055,2055,0.00,0.000%,.48614,0.31,0.30,655.0
USERS_TR_DELETEUSER - 36,1,1483,1483,1483,0.00,0.000%,.67431,0.43,0.42,655.0
USERS_TR_LOGINUSER - 94,1,2049,2049,2049,0.00,0.000%,.48638,0.60,0.22,1258.0
USERS_TR_LOGINUSER - 65,1,2064,2064,2064,0.00,100.000%,.48333,0.31,0.22,665.0
USERS_TR_LOGINUSER - 82,1,1942,1942,1942,0.00,100.000%,.51361,0.33,0.23,665.0
USERS_TR_LOGOUTUSER - 73,1,1551,1551,1551,0.00,100.000%,.53937,0.36,0.31,674.0
USERS_TR_LOGOUTUSER - 95,1,1551,1551,1551,0.00,100.000%,.53648,0.35,0.31,674.0
USERS_TR_DELETEUSER - 46,1,1869,1869,1869,0.00,0.000%,.53476,0.34,0.34,655.0
USERS_TR_LOGOUTUSER - 54,1,1783,1783,1783,0.00,0.000%,.47847,0.31,0.28,655.0
USERS_TR_LOGOUTUSER - 84,1,1567,1567,1567,0.00,100.000%,.53476,0.35,0.31,674.0
USERS_TR_LOGOUTUSER - 66,1,1567,1567,1567,0.00,100.000%,.53505,0.35,0.31,674.0
USERS_TR_LOGOUTUSER - 74,1,1643,1643,1643,0.00,100.000%,.51387,0.34,0.30,674.0
USERS_TR_DELETEUSER - 23,1,2056,2056,2056,0.00,0.000%,.48638,0.31,0.30,655.0
USERS_TR_DELETEUSER - 15,1,2055,2055,2055,0.00,0.000%,.48638,0.31,0.30,655.0
USERS_TR_LOGOUTUSER - 41,1,1751,1751,1751,0.00,100.000%,.48662,0.32,0.28,674.0
USERS_TR_LOGOUTUSER - 63,1,1534,1534,1534,0.00,100.000%,.54201,0.36,0.31,674.0
USERS_TR_LOGOUTUSER - 58,1,1803,1803,1803,0.00,100.000%,.47506,0.31,0.28,674.0
USERS_TR_DELETEUSER - 90,1,306,306,306,0.00,0.000%,3.26797,2.12,2.05,663.0
USERS_TR_DELETEUSER - 93,1,306,306,306,0.00,0.000%,3.26797,2.12,2.05,663.0
USERS_TR_DELETEUSER - 68,1,309,309,309,0.00,0.000%,3.21543,2.08,2.02,663.0
USERS_TR_LOGOUTUSER - 80,1,370,370,370,0.00,100.000%,1.46628,1.14,0.64,795.0
USERS_TR_LOGOUTUSER - 65,1,370,370,370,0.00,100.000%,1.47710,1.15,0.64,795.0
USERS_TR_LOGOUTUSER - 59,1,371,371,371,0.00,100.000%,1.47275,1.14,0.64,795.0
USERS_TR_LOGOUTUSER - 82,1,371,371,371,0.00,100.000%,1.47493,1.15,0.64,795.0
USERS_TR_LOGOUTUSER - 92,1,370,370,370,0.00,100.000%,1.46199,1.14,0.63,795.0
USERS_TR_LOGOUTUSER - 85,1,371,371,371,0.00,100.000%,1.47059,1.14,0.64,795.0
USERS_TR_DELETEUSER - 64,1,854,854,854,0.00,0.000%,1.17096,0.76,0.73,663.0
USERS_TR_DELETEUSER - 72,1,863,863,863,0.00,0.000%,1.15875,0.75,0.73,663.0
USERS_TR_DELETEUSER - 73,1,858,858,858,0.00,0.000%,1.16550,0.75,0.73,663.0
USERS_TR_DELETEUSER - 88,1,866,866,866,0.00,0.000%,1.15473,0.75,0.72,663.0
USERS_TR_DELETEUSER - 67,1,867,867,867,0.00,0.000%,1.15340,0.75,0.72,663.0
USERS_TR_DELETEUSER - 62,1,860,860,860,0.00,0.000%,1.16279,0.75,0.73,663.0
USERS_TR_DELETEUSER - 99,1,861,861,861,0.00,0.000%,1.16144,0.75,0.73,663.0
USERS_TR_DELETEUSER - 91,1,863,863,863,0.00,0.000%,1.15875,0.75,0.73,663.0
USERS_TR_DELETEUSER - 83,1,866,866,866,0.00,0.000%,1.15473,0.75,0.72,663.0
USERS_TR_DELETEUSER - 69,1,873,873,873,0.00,0.000%,1.14416,0.74,0.72,663.0
USERS_TR_DELETEUSER - 76,1,871,871,871,0.00,0.000%,1.14679,0.74,0.72,663.0
USERS_TR_DELETEUSER - 97,1,873,873,873,0.00,0.000%,1.14548,0.74,0.72,663.0
USERS_TR_DELETEUSER - 87,1,867,867,867,0.00,0.000%,1.13895,0.74,0.71,663.0
USERS_TR_DELETEUSER - 74,1,867,867,867,0.00,0.000%,1.15207,0.75,0.72,663.0
USERS_TR_DELETEUSER - 96,1,878,878,878,0.00,0.000%,1.13895,0.74,0.71,663.0
USERS_TR_DELETEUSER - 86,1,872,872,872,0.00,0.000%,1.14548,0.74,0.72,663.0
USERS_TR_DELETEUSER - 81,1,873,873,873,0.00,0.000%,1.14416,0.74,0.72,663.0
USERS_TR_LOGOUTUSER - 94,1,565,565,565,0.00,100.000%,1.14811,0.89,0.66,795.0
USERS_TR_DELETEUSER - 95,1,871,871,871,0.00,0.000%,1.14679,0.74,0.72,663.0
USERS_TR_DELETEUSER - 77,1,880,880,880,0.00,0.000%,1.13636,0.74,0.71,663.0
USERS_TR_DELETEUSER - 63,1,869,869,869,0.00,0.000%,1.15075,0.75,0.72,663.0
USERS_TR_DELETEUSER - 98,1,882,882,882,0.00,0.000%,1.13379,0.73,0.71,663.0
USERS_TR_DELETEUSER - 58,1,874,874,874,0.00,0.000%,1.14416,0.74,0.72,663.0
USERS_TR_DELETEUSER - 54,1,876,876,876,0.00,0.000%,1.14155,0.74,0.72,663.0
USERS_TR_DELETEUSER - 49,1,879,879,879,0.00,0.000%,1.13766,0.74,0.71,663.0
USERS_TR_DELETEUSER - 41,1,875,875,875,0.00,0.000%,1.14286,0.74,0.72,663.0
USERS_TR_DELETEUSER - 66,1,876,876,876,0.00,0.000%,1.14025,0.74,0.71,663.0
USERS_TR_DELETEUSER - 84,1,877,877,877,0.00,0.000%,1.14025,0.74,0.71,663.0
USERS_TR_DELETEUSER - 78,1,882,882,882,0.00,0.000%,1.13250,0.73,0.71,663.0
USERS_TR_DELETEUSER - 79,1,889,889,889,0.00,0.000%,1.12486,0.73,0.71,663.0
USERS_TR_LOGOUTUSER - 100,1,587,587,587,0.00,0.000%,1.11732,0.72,0.65,663.0
USERS_TR_LOGOUTUSER - 75,1,586,586,586,0.00,0.000%,1.11359,0.72,0.64,663.0
USERS_TR_DELETEUSER - 65,1,331,331,331,0.00,0.000%,3.02115,1.93,1.89,655.0
USERS_TR_DELETEUSER - 85,1,325,325,325,0.00,0.000%,3.07692,1.97,1.93,655.0
USERS_TR_DELETEUSER - 92,1,325,325,325,0.00,0.000%,3.07692,1.97,1.93,655.0
USERS_TR_DELETEUSER - 80,1,325,325,325,0.00,0.000%,3.06748,1.96,1.92,655.0
USERS_TR_DELETEUSER - 82,1,324,324,324,0.00,0.000%,3.07692,1.97,1.93,655.0
USERS_TR_DELETEUSER - 59,1,325,325,325,0.00,0.000%,3.07692,1.97,1.93,655.0
USERS_TR_DELETEUSER - 75,1,336,336,336,0.00,0.000%,2.97619,1.90,1.87,655.0
USERS_TR_DELETEUSER - 100,1,336,336,336,0.00,0.000%,2.97619,1.90,1.87,655.0
USERS_TR_DELETEUSER - 94,1,358,358,358,0.00,0.000%,2.79330,1.79,1.75,655.0
TOTAL,700,1401,270,3616,608.76,17.000%,54.91919,50.43,28.02,940.3
